Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off
Bluprint,Denver,Education,137,1,5/26/20,https://businessden.com/2020/05/27/nbcuniversal-shutting-down-bluprint-formerly-known-as-craftsy/,108,Acquired,5/27/20 17:07,United States,Unknown
Drift,Boston,Marketing,100,0.25,9/7/23,https://www.bizjournals.com/boston/news/2023/09/07/drift-second-round-layoffs.html,107,Acquired,9/9/23 14:40,United States,Unknown
Qomplx,Washington D.C.,AI,60,,8/4/23,https://www.bizjournals.com/washington/news/2023/08/04/tysons-qomplx-layoffs-spac.html,107,Series A,8/5/23 0:51,United States,Unknown
Drift,Boston,Marketing,59,,2/6/23,https://www.bizjournals.com/boston/news/2023/02/06/drift-layoffs-2023-economic-conditions.html,107,Acquired,2/7/23 3:56,United States,Unknown
Freshly,Phoenix,Food,329,,12/12/22,https://mouthbysouthwest.com/2022/12/12/phoenix-born-freshly-is-laying-off-329-local-workers-in-strategy-shift/,107,Acquired,12/14/22 17:57,United States,Unknown
Zenjob,Berlin,HR,,,9/29/22,https://www.linkedin.com/posts/zenjob_to-our-network-we-want-to-actively-support-activity-6981580028253773824-JBZM/,107,Series D,9/30/22 23:49,Germany,Unknown
Seegrid,Pittsburgh,Logistics,90,,8/2/22,https://www.therobotreport.com/sources-amr-maker-seegrid-hit-with-layoffs/,107,Unknown,8/4/22 3:45,United States,Unknown
Freshly,New York City,Food,,0.25,7/18/22,https://www.crainsnewyork.com/small-business/meal-delivery-firm-freshly-lays-25-percent-nyc-workforce,107,Acquired,7/28/22 3:36,United States,Unknown
Zipcar,Boston,Transportation,100,0.2,3/27/20,https://layoffs.fyi/2020/04/03/zipcar-laid-off-20-of-staff-amid-widescale-travel-disruption,107,Acquired,3/28/20 20:52,United States,Unknown
Sana Benefits,Austin,HR,73,0.5,11/1/23,https://www.sanabenefits.com/blog/changes-at-sana/,106,Series B,11/2/23 3:16,United States,https://docs.google.com/spreadsheets/d/1Ikq_JMODuAWr0UjLqMqhGM7jZrcCJSyLa8Qza5eMw9Y/edit#gid=1860992057
Crunchbase,SF Bay Area,Sales,,,7/6/23,https://www.linkedin.com/posts/jager_crunchbase-affected-employees-activity-7083189330520784896-EAZT/,106,Series D,7/8/23 20:49,United States,https://docs.google.com/spreadsheets/d/1duRrHgtbyWQvH_FyKm2iCochbsCAOUYIS1UkE42ZfxE/edit#gid=0
Avidbots,Kitchener,Hardware,50,0.14,3/14/23,https://www.therecord.com/business/2023/03/14/very-difficult-decision-kitchener-robotics-firm-avidbots-confirms-layoffs.html,106,Series C,3/17/23 0:25,Canada,Unknown
Sana Benefits,Austin,HR,,0.19,2/7/23,https://www.sanabenefits.com/blog/a-letter-from-ceo-and-co-founder-will-young-to-sana-employees/,106,Series B,2/8/23 17:42,United States,Unknown
Abra,SF Bay Area,Crypto,12,0.05,6/30/22,https://www.theblock.co/post/155209/abra-becomes-latest-crypto-firm-to-cut-jobs,106,Series C,7/1/22 4:15,United States,Unknown
Postscript,SF Bay Area,Marketing,43,,6/26/22,https://twitter.com/ringmybeller/status/1541154423065427972,106,Series C,6/25/22 16:34,United States,Unknown
Ethos Life,SF Bay Area,Finance,18,0.14,6/5/20,https://coverager.com/layoffs-at-ethos/,106,Series C,6/6/20 3:14,United States,Unknown
Sift,SF Bay Area,Security,,,5/14/20,LinkedIn,106,Series D,5/29/20 22:30,United States,Unknown
Deputy,Sydney,HR,60,0.3,5/4/20,https://www.afr.com/young-rich/young-rich-lister-shifts-gears-to-survive-20200403-p54gty,106,Series B,5/18/20 14:26,Australia,Unknown
VideoAmp,Los Angeles,Marketing,21,0.1,4/8/20,https://www.businessinsider.com/videoamp-cuts-staff-and-2020-revenue-projections-due-to-coronavirus-2020-4,106,Series C,4/10/20 4:28,United States,Unknown
Gupy,Sao Paulo,HR,58,0.08,8/2/23,https://startups.com.br/noticias/gupy-reorganiza-a-casa-e-faz-demissoes-humanizadas/,105,Series B,8/3/23 4:33,Brazil,Unknown
Zoomo,Sydney,Transportation,27,0.08,5/2/23,https://www.businessnewsaustralia.com/articles/sydney-e-bike-provider-zoomo-cuts-8-per-cent-of-its-workforce.html,105,Series B,5/2/23 16:26,Australia,Unknown
Permutive,London,Marketing,80,0.4,4/11/23,https://www.businessinsider.com/permutive-announces-second-round-of-layoffs-2023-4?IR=T,105,Series C,4/14/23 3:02,United Kingdom,Unknown
Digimarc,Portland,Other,,,2/17/23,https://www.oregonlive.com/silicon-forest/2023/02/oregon-tech-company-digimarc-will-lay-off-17-of-its-workforce.html,105,Post-IPO,2/24/23 5:05,United States,Unknown
Zoomo,Sydney,Transportation,65,0.16,10/4/22,https://www.ridezoomo.com/blog/building-a-more-resilient-business-for-2023,105,Series B,10/5/22 3:02,Australia,Unknown
Permutive,London,Marketing,30,0.12,8/10/22,https://www.businessinsider.com/permutive-lays-off-12-of-staffers-amid-economic-downturn-2022-8,105,Series C,8/10/22 21:55,United Kingdom,Unknown
DJI,SF Bay Area,Consumer,,,2/24/21,https://dronelife.com/2021/02/24/dji-layoffs-in-palo-alto-office-will-remain-open/,105,Unknown,2/25/21 21:43,United States,Unknown
Chef,Seattle,Infrastructure,,,10/8/20,https://www.geekwire.com/2020/progress-makes-layoffs-chef-220m-acquisition-says-remains-committed-roadmap/,105,Acquired,10/16/20 19:54,United States,Unknown
DJI,Shenzen,Consumer,,,8/17/20,https://www.reuters.com/article/us-china-tech-dji-focus/chinese-dronemaker-dji-makes-sweeping-cuts-in-long-march-reforms-idUSKCN25D0HF,105,Unknown,8/18/20 21:01,China,Unknown
Snappy,New York City,Marketing,100,0.3,1/15/23,https://www.calcalistech.com/ctechnews/article/byyrkbzso,104,Series C,1/19/23 4:15,United States,Unknown
Warren,Porto Alegre,Finance,50,,8/17/22,"https://www.terra.com.br/economia/dinheiro-em-dia/meu-negocio/exclusivo-warren-entra-na-tendencia-dos-layoffs-e-faz-demissao-em-massa,5f362a0a19e6049dce7d13b912b0da76rfn0l7ku.html",104,Series C,8/18/22 1:14,Brazil,Unknown
Top Hat,Toronto,Education,16,0.03,5/12/20,https://betakit.com/top-hat-restructures-makes-staff-reductions-as-covid-19-affects-higher-education/,104,Series D,5/12/20 22:45,Canada,Unknown
HackerRank,SF Bay Area,Recruiting,53,,8/27/23,https://telecom.economictimes.indiatimes.com/news/internet/hackerrank-lays-off-53-employees-amid-economic-uncertainty/103102308,103,Series D,8/28/23 20:30,United States,Unknown
Copia,Nairobi,Retail,350,0.25,7/26/23,https://techcabal.com/2023/07/26/copia-lays-off-350-employees/,103,Series C,7/26/23 23:10,Kenya,Unknown
DataRails,Tel Aviv,Finance,30,0.18,12/5/22,https://www.calcalistech.com/ctechnews/article/s1ka1tjvj,103,Series B,12/6/22 0:41,Israel,Unknown
Ledn,Toronto,Crypto,,,11/28/22,https://www.theblock.co/post/190436/crypto-lender-ledn-lays-off-chief-commercial-officer-in-latest-industry-job-cuts,103,Series B,12/19/22 16:49,Canada,Unknown
Iron Ox,SF Bay Area,Food,50,0.5,11/2/22,https://techcrunch.com/2022/11/03/iron-ox-lays-off-50-amounting-to-nearly-half-its-staff/,103,Series C,11/3/22 4:27,United States,Unknown
Pavilion Data,SF Bay Area,Infrastructure,96,0.96,10/10/22,https://blocksandfiles.com/2022/10/10/pavilion-data-crashes-last-nvme-over-fabrics-array-startup-has-died/,103,Series D,10/25/22 15:17,United States,Unknown
ScaleFactor,Austin,Finance,90,0.9,6/23/20,https://www.forbes.com/sites/davidjeans/2020/06/23/scalefactor-fintech-startup-shuts-down-bessemer-coatue-canaan/#2bef45cf4901,103,Series C,6/23/20 23:45,United States,Unknown
Yellow.ai,SF Bay Area,Support,200,,3/1/23,https://inc42.com/buzz/conversational-ai-startup-yellow-ai-fires-200-employees/,102,Series C,3/2/23 4:12,United States,Unknown
Dooly,Vancouver,Sales,12,,8/9/22,https://www.linkedin.com/feed/update/urn:li:activity:6962892415028387840/,102,Series B,8/10/22 15:24,Canada,Unknown
Culture Trip,London,Media,95,0.32,5/1/20,https://www.businessinsider.com/culture-trip-layoffs-2020-5?,102,Series B,5/1/20 21:01,United Kingdom,Unknown
Copper,SF Bay Area,Marketing,35,,4/2/20,LinkedIn,102,Series C,4/7/20 0:53,United States,Unknown
Capillary,Bengaluru,Retail,,,4/2/20,https://inc42.com/buzz/startupsvscovid19-startups-choose-layoffs-to-keep-businesses-running/,102,Private Equity,4/12/20 6:00,India,Unknown
Bossa Nova,SF Bay Area,Retail,,0.5,11/2/20,https://www.cnbc.com/2020/11/02/walmart-ends-contract-with-robotics-company-bossa-nova-report-says.html,101.6,Unknown,11/5/20 22:16,United States,Unknown
Bossa Nova,SF Bay Area,Retail,61,,6/29/20,https://www.post-gazette.com/business/tech-news/2020/06/29/Bossa-Nova-Robotics-autonomous-robots-layoffs-furloughs-terminations/stories/202006290098,101.6,Unknown,6/30/20 15:44,United States,Unknown
Mr Yum,Melbourne,Food,40,,3/21/23,https://www.linkedin.com/feed/update/urn:li:activity:7043914147142520832/,101,Series A,3/21/23 23:57,Australia,Unknown
CoinTracker,SF Bay Area,Crypto,19,,1/28/23,https://www.cointracker.io/blog/ceo-jon-lerners-message-to-cointracker-employees,101,Series A,1/28/23 15:10,United States,Unknown
Vial,SF Bay Area,Healthcare,40,,1/13/23,https://www.businessinsider.com/healthtech-startup-vial-layoffs-general-catalyst-2023-1,101,Series B,1/14/23 17:23,United States,Unknown
G2,Chicago,Marketing,17,0.05,6/30/20,https://www.americaninno.com/chicago/inno-news-chicago/layoffs-at-g2-as-the-tech-company-cuts-costs-during-covid/,100.8,Series C,7/1/20 20:00,United States,Unknown
HubSpot,Boston,Marketing,,,1/24/24,https://www.linkedin.com/posts/jcolman_hubspot-content-designers-open-to-work-activity-7156050968306991105-917M/,100,Post-IPO,1/25/24 14:35,United States,https://docs.google.com/spreadsheets/d/1AzNRk1EflTBUtFI1MLqle9br27Oc0U5s7ioOhTpeKbM/edit#gid=0
Mojo,New York City,Consumer,,,11/30/23,https://www.businessinsider.com/sports-betting-app-mojo-cuts-staff-amid-strategic-shift-2023-11,100,Unknown,12/3/23 0:25,United States,Unknown
Physics Wallah,Noida,Education,120,0.01,11/19/23,https://entrackr.com/2023/11/exclusive-physicswallah-lays-off-over-100-employees/,100,Series A,11/20/23 20:35,India,Unknown
Artsy,New York City,Retail,35,0.15,6/29/23,https://www.artnews.com/art-news/news/artsy-lays-off-35-employees-across-divisions-1234672920/,100,Series D,6/30/23 14:55,United States,Unknown
Earnix,Tel Aviv,Finance,30,0.1,5/4/23,https://www.calcalistech.com/ctechnews/article/hymylgzvh,100,Unknown,5/4/23 15:13,Israel,Unknown
Medly,New York City,Healthcare,,1,2/8/23,https://www.businessinsider.com/medly-is-shutting-down-after-pharmacy-startup-declared-bankruptcy-2023-2,100,Series C,2/11/23 0:24,United States,Unknown
Exterro,Portland,Legal,24,0.03,2/1/23,https://www.oregonlive.com/silicon-forest/2023/01/oregon-software-company-exterro-lays-off-two-dozen-employees-after-buying-zapproved.html,100,Private Equity,2/2/23 0:05,United States,Unknown
HubSpot,Boston,Marketing,500,0.07,1/31/23,https://www.marketwatch.com/story/hubspot-to-lay-off-about-500-employees-consolidate-workspace-leases-01675175630,100,Post-IPO,1/31/23 16:33,United States,https://hire.hubspotalumni.com/jobboard
Matrixport,Singapore,Crypto,29,0.1,1/27/23,https://www.coindesk.com/business/2023/01/27/jihan-wus-matrixport-cuts-10-of-staff/,100,Series C,1/27/23 14:26,Singapore,Unknown
HealthifyMe,Bengaluru,Fitness,150,,12/3/22,https://inc42.com/buzz/fitness-healthtech-startup-healthifyme-lays-off-150-employees/,100,Series C,12/4/22 23:00,India,Unknown
Candy Digital,New York City,Crypto,33,0.33,11/28/22,https://decrypt.co/115811/gary-vee-sports-nft-candy-digital-mass-layoffs,100,Series A,11/29/22 4:24,United States,Unknown
Cloudinary,SF Bay Area,Media,40,0.08,11/14/22,"https://www.calcalistech.com/ctechnews/article/h1sioa1li#:~:text=Israeli%20unicorn%20Cloudinary%2C%20which%20has,total%20of%20around%2040%20employees.",100,Unknown,11/17/22 4:25,United States,Unknown
Medly,New York City,Healthcare,,0.5,9/7/22,https://www.crainsnewyork.com/health-care/pharmacy-startup-medly-slash-nearly-half-its-workforce,100,Series C,9/8/22 3:34,United States,Unknown
Xsight Labs,Tel Aviv,Other,,,9/7/22,https://www.calcalistech.com/ctechnews/article/ryhv0mixj,100,Series D,9/8/22 3:38,Israel,Unknown
Medly,New York City,Healthcare,,0.16,8/4/22,https://www.linkedin.com/posts/sarkiskalashian_medly-impacted-employees-open-to-work-activity-6962465333982961664-LVTX/,100,Series C,8/9/22 19:53,United States,Unknown
Preply,Boston,Education,26,0.05,6/9/22,Internal memo,100,Series C,6/10/22 4:21,United States,Unknown
Kapten / Free Now,Paris,Transportation,,,5/21/20,https://layoffs.fyi/2020/07/22/french-ride-hailing-startup-kapten-releases-layoff-list/,100,Acquired,5/28/20 14:17,France,Unknown
Datto,Norwalk,Infrastructure,,,5/12/20,https://www.channele2e.com/business/talent/data-protection-staff-cuts/,100,Acquired,5/13/20 17:06,United States,Unknown
Forward,SF Bay Area,Healthcare,10,0.03,4/20/20,https://www.businessinsider.com/forward-primary-care-startup-layoffs-amid-coronavirus-pandemic-2020-4,100,Series C,4/21/20 1:52,United States,Unknown
People.ai,SF Bay Area,Marketing,30,0.18,4/17/20,https://techcrunch.com/2020/04/17/sales-startup-people-ai-lays-off-18-of-staff-raises-debt-round-amid-covid-19-uncertainty/,100,Series C,4/17/20 21:18,United States,Unknown
Dude Solutions,Raleigh,Other,,0.2,4/15/20,https://www.linkedin.com/pulse/some-great-people-impacted-c19-ed-roshitsh/?trackingId=0DmzbwQ3O78ObTV3BiRT9w%3D%3D,100,Acquired,4/16/20 14:26,United States,Unknown
Astra,SF Bay Area,Aerospace,40,0.25,4/5/20,https://www.cnbc.com/2020/04/05/rocket-startup-astra-trims-staff-to-survive-pandemic-until-next-year.html,100,Unknown,4/5/20 17:55,United States,Unknown
Aqua Security,Tel Aviv,Security,24,0.09,4/1/20,https://www.bizjournals.com/boston/news/2020/04/02/cybersecurity-company-lays-off-workers-via-zoom.html,100,Series C,4/4/20 2:15,Israel,Unknown
CyberGRX,Denver,Security,,,7/12/23,https://www.bizjournals.com/denver/news/2023/07/12/cybergrx-acquired-by-processunity-layoffs.html,99,Acquired,7/13/23 3:40,United States,Unknown
Nav,Salt Lake City,Finance,30,,4/7/20,https://layoffs.fyi/2020/04/20/nav-laid-off-30-employees/,99,Series C,4/19/20 18:10,United States,Unknown
Megaport,Brisbane,Infrastructure,50,0.16,4/27/23,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-02659300-2A1446019?access_token=83ff96335c2d45a094df02a206a39ff4,98,Post-IPO,4/29/23 3:10,Australia,Unknown
Megaport,Brisbane,Infrastructure,,,1/5/23,https://www.afr.com/technology/megaport-lays-off-35-staff-losses-narrow-20220809-p5b8bz,98,Post-IPO,1/6/23 1:38,Australia,Unknown
Coinsquare,Toronto,Crypto,30,0.24,7/27/22,https://betakit.com/coinsquare-lays-off-24-percent-of-staff-amid-turbulent-crypto-market-shifted-focus-to-regulation/,98,Unknown,7/30/22 14:35,Canada,Unknown
Etsy,New York City,Retail,225,0.11,12/13/23,https://www.cnbc.com/2023/12/13/etsy-laying-off-11percent-of-staff-citing-competitive-environment.html,97,Post-IPO,12/13/23 17:36,United States,Unknown
Zillow,Seattle,Real Estate,23,,11/7/23,https://www.realestatenews.com/2023/11/07/zillow-confirms-layoffs-affecting-a-small-number-of-roles,97,Post-IPO,11/8/23 21:31,United States,Unknown
Ermetic,SF Bay Area,Security,30,0.17,1/23/23,https://www.calcalistech.com/ctechnews/article/h1abeu2io,97,Series B,1/25/23 0:11,United States,Unknown
Autobooks,Detroit,Finance,,,12/10/22,https://www.crainsdetroit.com/technology/fintech-startup-autobooks-lays-workers,97,Series C,12/11/22 3:36,United States,Unknown
Zillow,Seattle,Real Estate,300,0.05,10/26/22,https://techcrunch.com/2022/10/26/zillow-layoff-300-employees/,97,Post-IPO,10/26/22 17:36,United States,Unknown
MFine,Bengaluru,Healthcare,600,0.75,5/21/22,https://inc42.com/buzz/exclusive-healthtech-startup-mfine-fires-600-employees/,97,Series C,5/22/22 1:06,India,Unknown
Zillow,Seattle,Real Estate,2000,0.25,11/2/21,https://www.geekwire.com/2021/zillow-shutter-home-buying-business-lay-off-2k-employees-big-real-estate-bet-falters/,97,Post-IPO,11/2/21 21:18,United States,Unknown
GoBear,Singapore,Finance,22,0.11,9/1/20,https://layoffs.fyi/2020/09/13/gobear-launches-talent-directory-after-laying-off-22-employees/,97,Unknown,9/2/20 17:45,Singapore,Unknown
Salsify,Boston,Retail,60,0.13,4/3/20,https://www.americaninno.com/boston/inno-news-boston/salsify-lays-off-60-cuts-executive-pay-amid-coronavirus-driven-uncertainty/,97,Series D,4/4/20 2:02,United States,Unknown
Foundation Medicine,Boston,Healthcare,135,,4/4/23,https://www.foundationmedicine.com/blog/a-strong-foundation-for-the-future,96,Acquired,4/9/23 15:19,United States,Unknown
Element,London,Other,,0.15,12/25/22,https://news.ycombinator.com/item?id=34129623,96,Series B,3/1/23 0:49,United Kingdom,Unknown
Food52,New York City,Food,,,4/17/20,LinkedIn,96,Acquired,4/27/20 4:24,United States,Unknown
Big Fish Games,Seattle,Media,250,,9/1/20,https://venturebeat.com/2020/09/01/big-fish-games-cuts-250-jobs-and-streamlines-mobile-game-operations/,95.2,Acquired,9/2/20 18:43,United States,Unknown
Till Payments,Sydney,Finance,120,,1/10/23,https://www.afr.com/technology/till-payments-makes-120-staff-redundant-shakes-up-board-20230110-p5cbj3,95,Series C,1/11/23 0:56,Australia,Unknown
Urban Sports Club,Berlin,Fitness,55,0.15,9/1/22,https://www.businessinsider.de/gruenderszene/business/urban-sports-club-entlaesst-55-mitarbeiter-das-sind-die-gruende-und-was-betroffene-sagen/,95,Unknown,9/1/22 17:10,Germany,Unknown
Scoop,SF Bay Area,Transportation,,,11/17/20,https://layoffs.fyi/2020/12/02/scoop-conducts-second-layoff-in-2020/,95,Series C,12/2/20 17:28,United States,Unknown
Scoop,SF Bay Area,Transportation,92,0.33,4/8/20,https://layoffs.fyi/2020/04/10/scoop-announces-layoff/,95,Series C,4/9/20 4:48,United States,Unknown
HOOQ,Singapore,Consumer,250,1,3/27/20,https://techcrunch.com/2020/03/27/streaming-service-hooq-files-for-liquidation/,95,Unknown,4/18/20 13:33,Singapore,Unknown
Grabango,SF Bay Area,Food,34,0.4,9/11/23,https://docs.google.com/spreadsheets/d/1WvO3p93hUJjOCJHn4Ig3tu-nbPfGpJfiEURsY5zBRWI/edit#gid=827597978,94,Unknown,9/13/23 2:21,United States,https://docs.google.com/spreadsheets/d/1WvO3p93hUJjOCJHn4Ig3tu-nbPfGpJfiEURsY5zBRWI/edit#gid=827597978
Embark Vet,Boston,Healthcare,28,,4/28/23,https://docs.google.com/spreadsheets/d/12HLkzExDs4cXgF8FGl8M6D3Zilpr4iWMJHVGfGy4szk/edit#gid=113211201,94,Series B,5/10/23 14:56,United States,https://docs.google.com/spreadsheets/d/12HLkzExDs4cXgF8FGl8M6D3Zilpr4iWMJHVGfGy4szk/edit#gid=113211201
Kumu,Manila,Media,,,4/17/23,https://www.techinasia.com/kumus-struggle-layoffs-departures-slash-workforce,94,Series C,4/18/23 4:42,Philippines,Unknown
Embark Vet,Boston,Healthcare,41,,1/11/23,https://www.linkedin.com/feed/update/urn:li:activity:7018765914254778368/,94,Series B,1/12/23 15:42,United States,https://docs.google.com/spreadsheets/d/1kCaM7nTvTP152vQxUskvnXGTtOIFhw9zK1k8K_-YdiU/edit#gid=489773232
Xentral,Munich,Product,20,0.1,12/10/22,https://www.businessinsider.de/gruenderszene/business/xentral-entlassungen/,94,Series B,12/13/22 20:02,Germany,Unknown
Ladder Life,SF Bay Area,Finance,13,0.25,3/23/20,LinkedIn,94,Series C,4/7/20 13:49,United States,Unknown
Crehana,Lima,Education,,,6/15/22,https://www.bloomberglinea.com/2022/06/15/crehana-confirma-que-hizo-despidos-pero-desliga-la-decision-a-crisis-de-startups/,93,Series B,6/22/22 4:05,Peru,Unknown
Euler Motors,New Delhi,Transportation,,0.1,4/11/23,https://entrackr.com/2023/04/ev-firm-euler-motors-lays-off-10-of-workforce-citing-restructuring/,92,Series C,4/11/23 20:56,India,Unknown
American Robotics,Boston,Other,50,0.65,1/17/23,https://www.bostonglobe.com/2023/01/17/business/new-year-brings-new-tech-layoffs/,92,Acquired,1/20/23 4:44,United States,https://docs.google.com/spreadsheets/d/1REpbP_AUx5LRUDexyTbfAJJp6-pYkjssTdcDvX6FioM/edit#gid=1563244864
SIRCLO,Jakarta,Retail,160,0.08,11/22/22,https://dailysocial.id/post/sirclo-layoff-2022,92,Series B,11/22/22 17:53,Indonesia,Unknown
Checkmarx,Tel Aviv,Security,100,0.1,11/2/22,https://www.calcalistech.com/ctechnews/article/hjailhyri,92,Series C,11/2/22 17:11,Israel,Unknown
Checkmarx,Tel Aviv,Security,,,5/18/20,"https://www.calcalistech.com/ctech/articles/0,7340,L-3824253,00.html",92,Acquired,5/23/20 16:06,Israel,Unknown
Tally,SF Bay Area,Finance,28,0.23,5/7/20,https://layoffs.fyi/2020/05/13/credit-card-automation-startup-tally-laid-off-28-employees/,92,Series C,5/11/20 14:02,United States,Unknown
Cogito,Boston,Support,24,0.14,4/6/20,https://www.americaninno.com/boston/inno-news-boston/more-coronavirus-layoffs-emotional-ai-startup-cogito-makes-cuts/,92,Series C,4/6/20 22:01,United States,Unknown
Morning Consult,Washington D.C.,Data,,,1/9/24,https://www.bizjournals.com/washington/news/2024/01/09/morning-consult-layoffs-market-research.html,91,Series B,1/16/24 21:28,United States,Unknown
Ledger Investing,New York City,Finance,,0.25,1/8/24,https://www.theinsurer.com/news/ils-insurtech-ledger-investing-undertakes-40-reduction-in-force/,91,Series B,1/15/24 3:17,United States,Unknown
FintechOS,Bucharest,Finance,,,11/15/23,https://www.startupcafe.ro/idei-antreprenori/concedieri-startup-it-fintechos-companie-restructurari.htm,91,Series B,11/15/23 16:40,Romania,Unknown
Square Roots,New York City,Food,,,7/18/23,https://www.businessinsider.com/kimbal-musk-startup-square-roots-layoffs-farm-closures-2023-7,91,Unknown,7/22/23 1:11,United States,Unknown
AudioCodes,Tel Aviv,Other,80,0.06,7/13/23,https://www.calcalistech.com/ctechnews/article/bkrcqqaf3,91,Post-IPO,7/17/23 2:39,Israel,Unknown
AudioCodes,Tel Aviv,Other,80,0.06,5/9/23,https://www.calcalistech.com/ctechnews/article/hjnggpd43,91,Post-IPO,5/9/23 21:03,Israel,Unknown
Morning Consult,Washington D.C.,Data,,,1/20/23,https://www.bizjournals.com/washington/news/2023/01/20/morning-consult-layoffs.html,91,Series B,1/24/23 5:22,United States,Unknown
Karbon,SF Bay Area,Other,,0.23,9/12/22,https://www.linkedin.com/posts/stuartwmcleod_changes-to-the-karbon-team-activity-6975257833852342272-Hlbd/,91,Series B,9/15/22 3:42,United States,Unknown
Kuda,Lagos,Finance,23,0.05,9/2/22,https://techcrunch.com/2022/09/02/nigerian-digital-bank-kuda-is-the-latest-african-startup-to-lay-off-employees/,91,Series B,9/5/22 20:50,Nigeria,Unknown
Q4,Toronto,Other,50,0.08,8/23/22,https://www.theglobeandmail.com/business/article-q4-inc-layoffs-canada/,91,Series C,8/24/22 3:26,Canada,Unknown
Unbabel,Lisbon,Support,80,0.35000000000000003,4/8/20,https://www.time24.news/i/2020/04/unbabel-will-lay-off-35-of-employees-there-are-more-than-80-people-observer.html,91,Series C,4/9/20 21:39,Portugal,Unknown
Zenoti,Seattle,Fitness,17,0.04,3/31/20,https://www.geekwire.com/2020/spa-salon-software-startup-zenoti-makes-small-layoff-beauty-industry-faces-covid-19-upheaval/,91,Series C,3/31/20 21:10,United States,Unknown
Pipedrive,Tallinn,Sales,,,11/30/23,https://digipro.geenius.ee/rubriik/uudis/pipedrive-koondab-tootajaid-seoses-strateegiliste-muudatustega/,90,Private Equity,12/2/23 1:19,Estonia,Unknown
mPharma,Accra,Healthcare,150,,9/4/23,https://techcabal.com/2023/09/04/exclusive-mpharma-lays-off-150-employees-due-to-tightening-macroenomic-conditions/,90,Series D,9/7/23 15:29,Ghana,Unknown
DayTwo,SF Bay Area,Healthcare,,,7/6/23,https://www.calcalistech.com/ctechnews/article/sy2rgx4yh,90,Series B,7/7/23 3:01,United States,Unknown
Lendis,Berlin,Other,,0.5,12/21/22,https://www.linkedin.com/posts/s-papadopoulos_today-we-have-to-share-sad-news-we-made-activity-7009106413499080704-u1gl/,90,Series A,12/21/22 17:05,Germany,Unknown
Pipedrive,Tallinn,Sales,143,0.15,11/14/22,https://digipro.geenius.ee/rubriik/uudis/tehnoloogiasektori-koondamislaine-joudis-ka-eestisse-pipedrive-laseb-lahti-143-tootajat/,90,Private Equity,11/15/22 4:26,Estonia,https://docs.google.com/spreadsheets/d/1v6E7i9v-Qq6dWNAaIc7GNgVpvI1EJb4xUEz1EJAeh84/edit#gid=1697051533
DayTwo,SF Bay Area,Healthcare,,,9/15/22,https://www.calcalistech.com/ctechnews/article/by000gal11o,90,Series B,9/16/22 3:07,United States,Unknown
Lendis,Berlin,Other,18,0.15,7/4/22,https://www.businessinsider.de/gruenderszene/news/news-ticker-lendis-2022-07/,90,Series A,7/7/22 15:36,Germany,Unknown
Volt Bank,Sydney,Finance,,1,6/29/22,https://www.smh.com.au/business/banking-and-finance/neobank-volt-to-shut-down-return-deposits-to-customers-after-funding-struggles-20220629-p5axl1.html,90,Series E,6/30/22 3:07,Australia,Unknown
Pipedrive,Tallinn,Sales,31,,5/5/20,https://news.err.ee/1086024/pipedrive-laying-off-14-employees-in-tallinn-tartu-offices,90,Series C,5/7/20 22:42,Estonia,Unknown
VSCO,SF Bay Area,Consumer,45,0.35000000000000003,4/14/20,https://layoffs.fyi/2020/04/15/vsco-lays-off-45-employees-30/,90,Series B,4/14/20 22:26,United States,Unknown
Tamara Mellon,Los Angeles,Retail,20,0.4,3/12/20,https://layoffs.fyi/list/tamara-mellon/,90,Series C,3/31/20 16:04,United States,Unknown
Fortinet,SF Bay Area,Security,,,8/25/23,https://www.crn.com/news/security/fortinet-makes-cuts-to-sales-channel-business-development-groups,89,Post-IPO,8/27/23 2:37,United States,Unknown
Rapid7,Boston,Security,470,0.18,8/8/23,https://www.bizjournals.com/boston/news/2023/08/08/rapid7-layoffs-q2-earnings.html,89,Post-IPO,8/8/23 23:59,United States,Unknown
Qoala,Jakarta,Finance,80,,7/31/23,https://www.techinasia.com/id-insurtech-qoala-confirms-laying-80-employee,89,Series B,8/5/23 4:02,Indonesia,Unknown
Bryter,Berlin,Product,100,0.3,7/13/22,https://twitter.com/pierre_vannier/status/1547311744837685249,89,Series B,7/14/22 19:31,Germany,Unknown
Instructure,Salt Lake City,Education,150,0.12,5/27/20,https://philonedtech.com/instructure-restructure-significant-layoffs-hitting-canvas-side-of-the-business/,89,Acquired,5/27/20 21:54,United States,Unknown
Kitopi,New York City,Food,124,,4/29/20,https://commercialobserver.com/2020/04/ghost-kitchen-kitopi-cuts-124-new-york-city-employees/,89,Series B,4/29/20 23:00,United States,Unknown
AdRoll,Salt Lake City,Marketing,210,0.3,3/31/20,https://www.adexchanger.com/online-advertising/nextroll-lays-off-30-institutes-20-paycuts/,89,Series C,4/1/20 5:33,United States,Unknown
Chingari,Bengaluru,Media,,0.5,8/24/23,https://inc42.com/buzz/exclusive-chingari-sacks-over-50-employees-in-second-round-of-layoffs/,88,Unknown,8/24/23 22:08,India,Unknown
